"","id10","N","dec10","grp10"
"1","A060",1,"Disenteria amebiana aguda",""
"2","A162",2,"Tuberculosis de pulmon, sin mencion de confirmacion bacteriologica o histologica",""
"3","A379",1,"Tos ferina, no especificada",""
"4","A419",11,"Septicemia, no especificada",""
"5","A499",1,"Infeccion bacteriana, no especificada",""
"6","A879",1,"Meningitis viral, sin otra especificacion",""
"7","B085",1,"Faringitis vesicular enterovirica",""
"8","B279",1,"Mononucleosis infecciosa, no especificada",""
"9","B349",2,"Infeccion viral, no especificada",""
"10","B451",1,"Criptococosis cerebral",""
"11","C029",1,"Tumor maligno de la lengua, parte no especificada",""
"12","C159",1,"Tumor maligno del esofago, parte no especificada",""
"13","C169",3,"Tumor maligno del estomago, parte no especificada",""
"14","C187",1,"Tumor maligno del colon sigmoide",""
"15","C188",1,"Lesion de sitios contiguos del colon",""
"16","C189",10,"Tumor maligno del colon, parte no especificada",""
"17","C221",2,"Carcinoma de vias biliares intrahepaticas",""
"18","C229",2,"Tumor maligno del higado, no especificado",""
"19","C240",1,"Tumor maligno d e las vias biliares extrahepaticas",""
"20","C259",1,"Tumor maligno del pancreas, parte no especificada",""
"21","C329",5,"Tumor maligno de la laringe, parte no especificada",""
"22","C349",8,"Tumor maligno de los bronquios o del pulmon, parte no especificada",""
"23","C410",1,"Tumor maligno de los huesos del craneo y de la cara",""
"24","C442",1,"Tumor maligno de la piel de la oreja y del conducto auditivo externo",""
"25","C449",1,"Tumor maligno de la piel, sitio no especificado",""
"26","C509",4,"Tumor maligno de la mama, parte no especificada",""
"27","C539",1,"Tumor maligno del cuello del utero, sin otra especificacion",""
"28","C541",2,"Tumor maligno del endometrio",""
"29","C629",1,"Tumor maligno del testiculo, no especificado",""
"30","C679",1,"Tumor maligno de la vejiga urinaria, parte no especificada",""
"31","C696",1,"Tumor maligno de la orbita",""
"32","C710",1,"Tumor maligno del cerebro, excepto lobulos y ventriculos",""
"33","C716",1,"Tumor maligno del cerebelo",""
"34","C750",1,"Tumor maligno de la glandula paratiroides",""
"35","C762",1,"Tumor maligno del abdomen",""
"36","C765",1,"Tumor maligno del miembro inferior",""
"37","C811",1,"Enfermedad de hodgkin con esclerosis nodular",""
"38","C819",1,"Enfermedad de hodgkin, no especificada",""
"39","C837",1,"Tumor de burkitt",""
"40","C859",19,"Linfoma no hodgkin, no especificado",""
"41","C900",4,"Mieloma multiple",""
"42","C910",10,"Leucemia linfoblastica aguda",""
"43","C920",3,"Leucemia mieloide aguda",""
"44","C924",1,"Leucemia promielocitica aguda",""
"45","C929",2,"Leucemia mieloide, sin otra especificacion",""
"46","D038",1,"Melanoma in situ de otros sitios",""
"47","D126",2,"Tumor benigno del colon, parte no especificada",""
"48","D140",1,"Tumor benigno del oido medio, de la cavidad nasal y de los senos paranasales",""
"49","D143",1,"Tumor benigno de los bronquios y del pulmon",""
"50","D151",1,"Tumor benigno del corazon",""
"51","D177",1,"Tumor benigno lipomatoso de otros sitios especificados",""
"52","D223",1,"Nevo melanocitico de otras partes de las no especificadas de la cara",""
"53","D227",1,"Nevo melanocitico del miembro inferior, incluida la cadera",""
"54","D229",1,"Nevo melanocitico, sitio no especificado",""
"55","D250",2,"Leiomioma submucoso del utero",""
"56","D259",6,"Leiomioma del utero, sin otra especificacion",""
"57","D269",1,"Tumor benigno del utero, parte no especificada",""
"58","D291",1,"Tumor benigno de la prostata",""
"59","D300",1,"Tumor benigno del riñon",""
"60","D316",1,"Tumor benigno de la orbita, parte no especificada",""
"61","D352",1,"Tumor benigno de la hipofisis",""
"62","D369",1,"Tumor benigno de sitio no especificado",""
"63","D391",2,"Tumor de comportamiento incierto o desconocido del ovario",""
"64","D400",2,"Tumor de comportamiento incierto o desconocido de la prostata",""
"65","D401",2,"Tumor de comportamiento incierto o desconocido del testiculo",""
"66","D407",1,"Tumor de comportamiento incierto o desconocido de otros organos genitales masculinos",""
"67","D410",1,"Tumor de comportamiento incierto o desconocido del riñon",""
"68","D486",1,"Tumor de comportamiento incierto o desconocido de la mama",""
"69","D487",1,"Tumor de comportamiento incierto o desconocido de otros sitios especificados",""
"70","D509",3,"Anemia por deficiencia de hierro sin otra especificacion",""
"71","D531",1,"Otras anemias megaloblasticas, no clasificadas en otra parte",""
"72","D593",1,"Sindrome hemolitico",""
"73","D619",2,"Anemia aplastica, sin otra especificacion",""
"74","D649",6,"Anemia de tipo no especificado",""
"75","D690",1,"Purpura alergica",""
"76","D694",1,"Otras trombocitopenias primarias",""
"77","D696",1,"Trombocitopenia no especificada",""
"78","E039",1,"Hipotiroidismo, no especificado",""
"79","E042",1,"Bocio multinodular no toxico",""
"80","E059",1,"Tirotoxicosis, no especificada",""
"81","E101",2,"Diabetes mellitus insulinodependiente con cetoacidosis",""
"82","E105",1,"Diabetes mellitus insulinodependiente con complicaciones circulatorias perifericas",""
"83","E107",1,"Diabetes mellitus insulinodependiente con complicaciones multiples",""
"84","E109",1,"Diabetes mellitus insulinodependiente sin mencion de complicacion",""
"85","E115",12,"Diabetes mellitus no insulinodependiente con complicaciones circulatorias perifericas",""
"86","E116",1,"Diabetes mellitus no insulinodependiente con otras complicaciones especificadas",""
"87","E118",10,"Diabetes mellitus no insulinodependiente con complicaciones no especificadas",""
"88","E119",1,"Diabetes mellitus no insulinodependiente sin mencion de complicacion",""
"89","E142",2,"Diabetes mellitus, no especificada con complicaciones renales",""
"90","E145",5,"Diabetes mellitus, no especificada con complicaciones circulatorias perifericas",""
"91","E148",10,"Diabetes mellitus, no especificada con complicaciones no especificadas",""
"92","E149",4,"Diabetes mellitus, no especificada sin mencion de complicacion",""
"93","E160",1,"Hipoglicemia sin coma, inducida por drogas",""
"94","E162",22,"Hipoglicemia , no especificada",""
"95","E301",1,"Pubertad precoz",""
"96","E660",3,"Obesidad debida a exceso de calorias",""
"97","E668",2,"Otros tipos de obesidad",""
"98","E763",2,"Mucopolisacaridosis no especificada",""
"99","E781",1,"Hipergliceridemia pura",""
"100","E840",3,"Fibrosis quistica con manifestaciones pulmonares",""
"101","E849",1,"Fibrosis quistica, sin otra especificacion",""
"102","E875",1,"Hiperpotasemia",""
"103","E881",4,"Lipodistrofia, no clasificada en otra parte",""
"104","E882",1,"Lipomatosis, no clasificada en otra parte",""
"105","F059",1,"Delirio, no especificado",""
"106","F069",1,"Trastorno mental no especificado debido a lesion y disfuncion cerebral y a enfermedad fisica",""
"107","F102",6,"Trastornos mentales y del comportamiento debidos al uso del alcohol: sindrome de dependencia",""
"108","F103",3,"Trastornos mentales y del comportamiento debidos al uso del alcohol: estado de abstinencia",""
"109","F130",7,"Trastornos mentales y del comportamiento debidos al uso de sedantes o hipnoticos: intoxicacion aguda",""
"110","F142",1,"Trastornos mentales y del comportamiento debidos al uso de cocaina: sindrome de dependencia",""
"111","F145",1,"Trastornos mentales y del comportamiento debidos al uso de cocaina: trastorno psicotico",""
"112","F149",3,"Trastornos mentales y del comportamiento debidos al uso de cocaina: trastorno mental y del comportamiento, no especificado",""
"113","F191",1,"Trastornos mentales y del comportamiento debidos al uso de multiples drogas y al uso de otras sustancias psicoactivas: uso nocivo",""
"114","F192",4,"Trastornos mentales y del comportamiento debidos al uso de multiples drogas y al uso de otras sustancias psicoactivas: sindrome de dependencia",""
"115","F199",2,"Trastornos mentales y del comportamiento debidos al uso de multiples drogas y al uso de otras sustancias psicoactivas: trastorno mental y del comportamiento, no especificado",""
"116","F209",2,"Esquizofrenia, no especificada",""
"117","F220",1,"Trastorno delirante",""
"118","F232",1,"Trastorno psicotico agudo de tipo esquizofrenico",""
"119","F239",7,"Trastorno psicotico agudo y transitorio, no especificado de tipo esquizofrenico",""
"120","F319",4,"Trastorno afectivo bipolar, no especificado",""
"121","F321",1,"Episodio depresivo moderado",""
"122","F329",11,"Episodio depresivo, no especificado",""
"123","F419",3,"Trastorno de ansiedad , no especificado",""
"124","F430",1,"Reaccion al estres agudo",""
"125","F432",3,"Trastornos de adaptacion",""
"126","F448",4,"Otros trastornos disociativos [de conversion]",""
"127","F449",1,"Trastorno disociativo [de conversion], no especificado",""
"128","F603",2,"Trastorno de la personalidad emocionalmente inestable",""
"129","F609",5,"Trastorno de la personalidad, no especificado",""
"130","F790",1,"Retraso mental, no especificado: deterioro del comportamiento nulo o minimo",""
"131","G009",1,"Meningitis bacteriana, no especificada",""
"132","G219",1,"Parkinsonismo secundario, no especificado",""
"133","G249",2,"Distonia, no especificada",""
"134","G312",1,"Degeneracion del sistema nervioso debida a el alcohol",""
"135","G404",1,"Otras epilepsias y sindromes epilepticos generalizados",""
"136","G409",8,"Epilepsia, tipo no especificado",""
"137","G439",1,"Migraña, no especificada",""
"138","G454",1,"Amnesia global transitoria",""
"139","G459",2,"Isquemia cerebral transitoria, sin otra especificacion",""
"140","G479",1,"Trastorno del sueño, no especificado",""
"141","G500",1,"Neuralgia del trigemino",""
"142","G510",1,"Paralisis de bell",""
"143","G560",7,"Sindrome del tunel carpiano",""
"144","G629",1,"Polineuropatia, no especificada",""
"145","G700",1,"Miastenia gravis",""
"146","G819",1,"Hemiplejia, no especificada",""
"147","G822",3,"Paraplejia, no especificada",""
"148","G930",1,"Quiste cerebral",""
"149","G931",1,"Lesion cerebral anoxica, no clasificada en otra parte",""
"150","G932",4,"Hipertension intracraneal benigna",""
"151","G934",1,"Encefalopatia no especificada",""
"152","H001",1,"Calacio [chalazion]",""
"153","H027",1,"Otros trastornos degenerativos del parpado y del area periocular",""
"154","H269",2,"Catarata, no especificada",""
"155","H431",1,"Hemorragia del vitreo",""
"156","H471",1,"Papiledema, no especificado",""
"157","H509",1,"Estrabismo, no especificado",""
"158","H600",1,"Absceso del oido externo",""
"159","H601",1,"Celulitis del oido externo",""
"160","H669",2,"Otitis media, no especificada",""
"161","H813",1,"Otros vertigos perifericos",""
"162","H819",1,"Trastorno de la funcion vestibular, no especificado",""
"163","H920",1,"Otalgia",""
"164","I081",1,"Trastornos de las valvulas mitral y tricuspide",""
"165","I099",1,"Enfermedad reumatica del corazon, no especificada",""
"166","I119",1,"Enfermedad cardiaca hipertensiva sin insuficiencia cardiaca (congestiva)",""
"167","I159",1,"Hipertension secundaria, no especificada",""
"168","I200",7,"Angina inestable",""
"169","I209",2,"Angina de pecho, no especificada",""
"170","I210",1,"Infarto transmural agudo del miocardio de la pared anterior",""
"171","I219",20,"Infarto agudo del miocardio, sin otra especificacion",""
"172","I258",1,"Otras formas de enfermedad isquemica cronica del corazon",""
"173","I259",10,"Enfermedad isquemia cronica del corazon, no especificada",""
"174","I269",4,"Embolia pulmonar sin mencion de corazon pulmonar agudo",""
"175","I272",1,"Otras hipertensiones pulmonares secundarias",""
"176","I350",3,"Estenosis (de la valvula) aortica",""
"177","I351",2,"Insuficiencia (de la valvula) aortica",""
"178","I420",1,"Cardiomiopatia dilatada",""
"179","I442",2,"Bloqueo auriculoventricular completo",""
"180","I470",2,"Arritmia por reentrada ventricular",""
"181","I471",2,"Taquicardia supraventricular",""
"182","I472",1,"Taquicardia ventricular",""
"183","I490",4,"Fibrilacion y aleteo ventricular",""
"184","I495",1,"Sindrome del seno enfermo",""
"185","I498",1,"Otras arritmias cardiacas especificadas",""
"186","I500",14,"Insuficiencia cardiaca congestiva",""
"187","I509",17,"Insuficiencia cardiaca, no especificada",""
"188","I514",1,"Miocarditis, no especificada",""
"189","I519",5,"Enfermedad cardiaca, no especificada",""
"190","I615",1,"Hemorragia intraencefalica, intraventricular",""
"191","I619",2,"Hemorragia intraencefalica, no especificada",""
"192","I629",4,"Hemorragia intracraneal (no traumatica), no especificada",""
"193","I639",1,"Infarto cerebral, no especificado",""
"194","I678",32,"Otras enfermedades cerebrovasculares especificadas",""
"195","I679",1,"Enfermedad cerebrovascular, no especificada",""
"196","I710",1,"Diseccion de aorta (cualquier parte)",""
"197","I711",1,"Ruptura de aneurisma de la aorta toracica",""
"198","I714",2,"Aneurisma de la aorta abdominal, sin mencion de ruptura",""
"199","I744",1,"Embolia y trombosis de arterias de los miembros, no especificadas",""
"200","I779",1,"Trastornos de arterias y arteriolas, no especificado",""
"201","I802",2,"Flebitis y tromboflebitis de otros vasos profundos de los miembros inferiores",""
"202","I809",1,"Flebitis y tromboflebitis de sitio no especificado",""
"203","I821",1,"Tromboflebitis migratoria",""
"204","I828",1,"Embolia y trombosis de otras venas especificadas",""
"205","I829",3,"Embolia y trombosis de vena no especificada",""
"206","I830",4,"Venas varicosas de los miembros inferiores con ulcera",""
"207","I832",1,"Venas varicosas de los miembros inferiores con ulcera e inflamacion",""
"208","I839",11,"Venas varicosas de los miembros inferiores sin ulcera ni inflamacion",""
"209","I842",1,"Hemorroides internas sin complicacion",""
"210","I847",1,"Hemorroides trombosadas no especificadas",""
"211","I848",1,"Hemorroides no especificadas, con otras complicaciones",""
"212","I849",2,"Hemorroides no especificadas, sin complicacion",""
"213","I850",1,"Varices esofagicas con hemorragia",""
"214","I861",2,"Varices escrotales",""
"215","I868",3,"Varices en otros sitios especificados",""
"216","I880",4,"Linfadenitis mesenterica inespecifica",""
"217","I890",1,"Linfedema, no clasificado en otra parte",""
"218","I970",2,"Sindrome de postcardiotomia",""
"219","J018",1,"Otras sinusitis agudas",""
"220","J029",1,"Faringitis aguda, no especificada",""
"221","J038",1,"Amigdalitis aguda debida a otros microorganismos especificados",""
"222","J039",4,"Amigdalitis aguda, no especificada",""
"223","J040",2,"Laringitis aguda",""
"224","J050",1,"Laringitis obstructiva, aguda [crup]",""
"225","J069",1,"Infeccion aguda de las vias respiratorias superiores, no especificada",""
"226","J111",1,"Influenza con otras manifestaciones respiratorias, virus no identificado",""
"227","J118",2,"Influenza con otras manifestaciones, virus no identificado",""
"228","J121",2,"Neumonia debida a virus sincitial respiratorio",""
"229","J129",4,"Neumonia viral, no especificada",""
"230","J159",1,"Neumonia bacteriana, no especificada",""
"231","J181",7,"Neumonia lobar, no especificada",""
"232","J188",1,"Otras neumonias, de microorganismo no especificado",""
"233","J189",95,"Neumonia, no especificada",""
"234","J200",1,"Bronquitis aguda debida a mycoplasma pneumoniae",""
"235","J205",3,"Bronquitis aguda debida a virus sincitial respiratorio",""
"236","J209",24,"Bronquitis aguda, no especificada",""
"237","J210",5,"Bronquiolitis aguda debida a virus sincitial respiratorio",""
"238","J219",8,"Bronquiolitis aguda, no especificada",""
"239","J310",1,"Rinitis cronica",""
"240","J329",1,"Sinusitis cronica, no especificada",""
"241","J342",14,"Desviacion del tabique nasal",""
"242","J343",1,"Hipertrofia de los cornetes nasales",""
"243","J350",1,"Amigdalitis cronica",""
"244","J351",1,"Hipertrofia de las amigdalas",""
"245","J352",3,"Hipertrofia de las adenoides",""
"246","J353",6,"Hipertrofia de las amigdalas con hipertrofia de las adenoides",""
"247","J359",4,"Enfermedad cronicas de las amigdalas y de las adenoides, no especificada",""
"248","J441",1,"Enfermedad pulmonar obstructiva cronica con exacerbacion aguda, no especificada",""
"249","J448",4,"Otras enfermedades pulmonares obstructivas cronicas especificadas",""
"250","J449",25,"Enfermedad pulmonar obstructiva cronica, no especificada",""
"251","J459",3,"Asma, no especificada",""
"252","J690",5,"Neumonitis debida a aspiracion de alimento o vomito",""
"253","J841",2,"Otras enfermedades pulmonares intersticiales con fibrosis",""
"254","J939",2,"Neumotorax, no especificado",""
"255","J960",3,"Insuficiencia respiratoria aguda",""
"256","J961",1,"Insuficiencia respiratoria cronica",""
"257","J969",10,"Insuficiencia respiratoria, no especificada",""
"258","J981",1,"Colapso pulmonar",""
"259","J984",3,"Otros trastornos del pulmon",""
"260","J988",2,"Otros trastornos respiratorios especificados",""
"261","K079",1,"Anomalia dentofacial, no especificada",""
