"","id10","N","dec10","grp10"
"1","A010",5,"Fiebre tifoidea",""
"2","A060",1,"Disenteria amebiana aguda",""
"3","A080",4,"Enteritis debida a rotavirus",""
"4","A083",1,"Otras enteritis virales",""
"5","A162",1,"Tuberculosis de pulmon, sin mencion de confirmacion bacteriologica o histologica",""
"6","A379",1,"Tos ferina, no especificada",""
"7","A411",1,"Septicemia debida a otro estafilococo especificado",""
"8","A419",3,"Septicemia, no especificada",""
"9","A499",1,"Infeccion bacteriana, no especificada",""
"10","A630",1,"Verrugas (venereas) anogenitales",""
"11","A879",1,"Meningitis viral, sin otra especificacion",""
"12","B019",1,"Varicela sin complicaciones",""
"13","B029",1,"Herpes zoster sin complicaciones",""
"14","B368",1,"Otras micosis superficiales especificadas",""
"15","C159",5,"Tumor maligno del esofago, parte no especificada",""
"16","C169",12,"Tumor maligno del estomago, parte no especificada",""
"17","C189",6,"Tumor maligno del colon, parte no especificada",""
"18","C220",1,"Carcinoma de celulas hepaticas",""
"19","C229",3,"Tumor maligno del higado, no especificado",""
"20","C349",2,"Tumor maligno de los bronquios o del pulmon, parte no especificada",""
"21","C401",1,"Tumor maligno de los huesos cortos del miembro superior",""
"22","C414",1,"Tumor maligno de los huesos de la pelvis, sacro y coccix",""
"23","C435",1,"Melanoma maligno del tronco",""
"24","C439",3,"Melanoma maligno de piel, sitio no especificado",""
"25","C482",1,"Tumor maligno del peritoneo, sin otra especificacion",""
"26","C509",7,"Tumor maligno de la mama, parte no especificada",""
"27","C539",12,"Tumor maligno del cuello del utero, sin otra especificacion",""
"28","C541",1,"Tumor maligno del endometrio",""
"29","C549",1,"Tumor maligno del cuerpo del utero, parte no especificada",""
"30","C573",1,"Tumor maligno del parametrio",""
"31","C679",2,"Tumor maligno de la vejiga urinaria, parte no especificada",""
"32","C795",1,"Tumor maligno secundario de los huesos y de la medula osea",""
"33","C859",7,"Linfoma no hodgkin, no especificado",""
"34","C900",6,"Mieloma multiple",""
"35","C910",10,"Leucemia linfoblastica aguda",""
"36","C920",1,"Leucemia mieloide aguda",""
"37","C950",1,"Leucemia aguda, celulas de tipo no especificado",""
"38","D002",1,"Carcinoma in situ del estomago",""
"39","D069",2,"Carcinoma in situ del cuello del utero, parte no especificada",""
"40","D131",1,"Tumor benigno del estomago",""
"41","D179",2,"Tumor benigno lipomatoso, de sitio no especificado",""
"42","D211",1,"Tumor benigno del tejido cunjuntivo y de otros tejidos blandos del miembro superior, incluido el hombro",""
"43","D259",18,"Leiomioma del utero, sin otra especificacion",""
"44","D269",3,"Tumor benigno del utero, parte no especificada",""
"45","D369",1,"Tumor benigno de sitio no especificado",""
"46","D381",1,"Tumor de comportamiento incierto o desconocido de la traquea, de los bronquios y del pulmon",""
"47","D391",1,"Tumor de comportamiento incierto o desconocido del ovario",""
"48","D397",1,"Tumor de comportamiento incierto o desconocido de otros organos genitales femeninos",""
"49","D399",1,"Tumor de comportamiento incierto o desconocido de organo genital femenino no especificado",""
"50","D410",1,"Tumor de comportamiento incierto o desconocido del riñon",""
"51","D430",1,"Tumor de comportamiento incierto o desconocido del encefalo, supratentorial",""
"52","D439",2,"Tumor de comportamiento incierto o desconocido del sistema nervioso central, sitio no especificado",""
"53","D485",1,"Tumor de comportamiento incierto o desconocido de la piel",""
"54","D486",2,"Tumor de comportamiento incierto o desconocido de la mama",""
"55","D487",4,"Tumor de comportamiento incierto o desconocido de otros sitios especificados",""
"56","D509",2,"Anemia por deficiencia de hierro sin otra especificacion",""
"57","D649",8,"Anemia de tipo no especificado",""
"58","E039",3,"Hipotiroidismo, no especificado",""
"59","E041",2,"Nodulo tiroideo solitario no toxico",""
"60","E049",1,"Bocio no toxico, no especificado",""
"61","E050",1,"Tirotoxicosis con bocio difuso",""
"62","E059",1,"Tirotoxicosis, no especificada",""
"63","E100",1,"Diabetes mellitus insulinodependiente con coma",""
"64","E105",1,"Diabetes mellitus insulinodependiente con complicaciones circulatorias perifericas",""
"65","E109",2,"Diabetes mellitus insulinodependiente sin mencion de complicacion",""
"66","E111",1,"Diabetes mellitus no insulinodependiente con cetoacidosis",""
"67","E115",18,"Diabetes mellitus no insulinodependiente con complicaciones circulatorias perifericas",""
"68","E117",1,"Diabetes mellitus no insulinodependiente con complicaciones multiples",""
"69","E118",9,"Diabetes mellitus no insulinodependiente con complicaciones no especificadas",""
"70","E119",1,"Diabetes mellitus no insulinodependiente sin mencion de complicacion",""
"71","E140",1,"Diabetes mellitus, no especificada con coma",""
"72","E141",1,"Diabetes mellitus, no especificada con cetoacidosis",""
"73","E145",18,"Diabetes mellitus, no especificada con complicaciones circulatorias perifericas",""
"74","E149",6,"Diabetes mellitus, no especificada sin mencion de complicacion",""
"75","E162",7,"Hipoglicemia , no especificada",""
"76","E440",1,"Desnutricion proteicocalorica moderada",""
"77","E668",1,"Otros tipos de obesidad",""
