"","id10","N","dec10","grp10"
"1","A080",1,"Enteritis debida a rotavirus",""
"2","A220",1,"Carbunco cutaneo",""
"3","A411",1,"Septicemia debida a otro estafilococo especificado",""
"4","A419",5,"Septicemia, no especificada",""
"5","A879",2,"Meningitis viral, sin otra especificacion",""
"6","B029",1,"Herpes zoster sin complicaciones",""
"7","B279",2,"Mononucleosis infecciosa, no especificada",""
"8","C159",3,"Tumor maligno del esofago, parte no especificada",""
"9","C160",1,"Tumor maligno del cardias",""
"10","C169",8,"Tumor maligno del estomago, parte no especificada",""
"11","C187",1,"Tumor maligno del colon sigmoide",""
"12","C189",6,"Tumor maligno del colon, parte no especificada",""
"13","C220",1,"Carcinoma de celulas hepaticas",""
"14","C259",4,"Tumor maligno del pancreas, parte no especificada",""
"15","C349",3,"Tumor maligno de los bronquios o del pulmon, parte no especificada",""
"16","C413",1,"Tumor maligno de la costilla, esternon y clavicula",""
"17","C437",1,"Melanoma maligno del miembro inferior, incluida la cadera",""
"18","C493",1,"Tumor maligno del tejido conjuntivo y tejido blando del torax",""
"19","C509",8,"Tumor maligno de la mama, parte no especificada",""
"20","C539",8,"Tumor maligno del cuello del utero, sin otra especificacion",""
"21","C541",1,"Tumor maligno del endometrio",""
"22","C629",2,"Tumor maligno del testiculo, no especificado",""
"23","C719",10,"Tumor maligno del encefalo, parte no especificada",""
"24","C723",2,"Tumor maligno del nervio optico",""
"25","C749",1,"Tumor maligno de la glandula suprarrenal, parte no especificada",""
"26","C762",1,"Tumor maligno del abdomen",""
"27","C772",1,"Tumor maligno de los ganglios linfaticos intraabdominales",""
"28","C859",4,"Linfoma no hodgkin, no especificado",""
"29","C900",2,"Mieloma multiple",""
"30","C910",2,"Leucemia linfoblastica aguda",""
"31","C920",1,"Leucemia mieloide aguda",""
"32","D060",1,"Carcinoma in situ del endocervix",""
"33","D069",3,"Carcinoma in situ del cuello del utero, parte no especificada",""
"34","D179",1,"Tumor benigno lipomatoso, de sitio no especificado",""
"35","D180",1,"Hemangioma, de cualquier sitio",""
"36","D224",1,"Nevo melanocitico del cuero cabelludo y del cuello",""
"37","D237",1,"Tumor benigno de la piel del miembro inferior, incluida la cadera",""
"38","D259",11,"Leiomioma del utero, sin otra especificacion",""
"39","D269",5,"Tumor benigno del utero, parte no especificada",""
"40","D287",1,"Tumor benigno de otros sitios especificados de los organos genitales femeninos",""
"41","D352",1,"Tumor benigno de la hipofisis",""
"42","D367",1,"Tumor benigno de otros sitios especificados",""
"43","D370",1,"Tumor de comportamiento incierto o desconocido del labio, de la cavidad bucal y de la faringe",""
"44","D371",1,"Tumor de comportamiento incierto o desconocido del estomago",""
"45","D374",1,"Tumor de comportamiento incierto o desconocido del colon",""
"46","D377",1,"Tumor de comportamiento incierto o desconocido de otros organos digestivos especificados",""
"47","D391",1,"Tumor de comportamiento incierto o desconocido del ovario",""
"48","D400",2,"Tumor de comportamiento incierto o desconocido de la prostata",""
"49","D401",1,"Tumor de comportamiento incierto o desconocido del testiculo",""
"50","D410",2,"Tumor de comportamiento incierto o desconocido del riñon",""
"51","D414",3,"Tumor de comportamiento incierto o desconocido de la vejiga",""
"52","D430",4,"Tumor de comportamiento incierto o desconocido del encefalo, supratentorial",""
"53","D480",2,"Tumor de comportamiento incierto o desconocido del hueso y cartilago articular",""
"54","D486",2,"Tumor de comportamiento incierto o desconocido de la mama",""
"55","D487",3,"Tumor de comportamiento incierto o desconocido de otros sitios especificados",""
"56","D509",1,"Anemia por deficiencia de hierro sin otra especificacion",""
"57","D589",1,"Anemia hemolitica hereditaria, sin otra especificacion",""
"58","D649",3,"Anemia de tipo no especificado",""
"59","D683",1,"Trastorno hemorragico debido a anticoagulantes circulantes",""
"60","D690",2,"Purpura alergica",""
"61","D693",2,"Purpura trombocitopenica idiopatica",""
"62","E039",1,"Hipotiroidismo, no especificado",""
"63","E050",2,"Tirotoxicosis con bocio difuso",""
"64","E059",1,"Tirotoxicosis, no especificada",""
"65","E105",1,"Diabetes mellitus insulinodependiente con complicaciones circulatorias perifericas",""
"66","E109",1,"Diabetes mellitus insulinodependiente sin mencion de complicacion",""
"67","E115",13,"Diabetes mellitus no insulinodependiente con complicaciones circulatorias perifericas",""
"68","E118",42,"Diabetes mellitus no insulinodependiente con complicaciones no especificadas",""
"69","E119",2,"Diabetes mellitus no insulinodependiente sin mencion de complicacion",""
"70","E136",6,"Otras diabetes mellitus especificadas con otras complicaciones especificadas",""
"71","E142",1,"Diabetes mellitus, no especificada con complicaciones renales",""
"72","E145",10,"Diabetes mellitus, no especificada con complicaciones circulatorias perifericas",""
"73","E149",3,"Diabetes mellitus, no especificada sin mencion de complicacion",""
"74","E162",7,"Hipoglicemia , no especificada",""
"75","E668",3,"Otros tipos de obesidad",""
"76","E755",1,"Otros trastornos del almacenamiento de lipidos",""
"77","E781",1,"Hipergliceridemia pura",""
"78","E840",1,"Fibrosis quistica con manifestaciones pulmonares",""
"79","E849",2,"Fibrosis quistica, sin otra especificacion",""
"80","E875",1,"Hiperpotasemia",""
"81","E876",1,"Hipopotasmia",""
"82","F102",8,"Trastornos mentales y del comportamiento debidos al uso del alcohol: sindrome de dependencia",""
"83","F103",5,"Trastornos mentales y del comportamiento debidos al uso del alcohol: estado de abstinencia",""
"84","F130",1,"Trastornos mentales y del comportamiento debidos al uso de sedantes o hipnoticos: intoxicacion aguda",""
"85","F133",1,"Trastornos mentales y del comportamiento debidos al uso de sedantes o hipnoticos: estado de abstinencia",""
"86","F200",1,"Esquizofrenia paranoide",""
"87","F209",1,"Esquizofrenia, no especificada",""
"88","F319",4,"Trastorno afectivo bipolar, no especificado",""
"89","F320",1,"Episodio depresivo leve",""
"90","F329",5,"Episodio depresivo, no especificado",""
"91","F339",2,"Trastorno depresivo recurrente, no especificado",""
"92","F432",1,"Trastornos de adaptacion",""
"93","F439",2,"Reaccion al estres grave, no especificada",""
"94","F509",1,"Trastorno de la ingestion de alimentos, no especificado",""
"95","F522",1,"Falla de la respuesta genital",""
"96","F603",1,"Trastorno de la personalidad emocionalmente inestable",""
"97","F609",1,"Trastorno de la personalidad, no especificado",""
"98","F640",1,"Transexualismo",""
"99","F919",1,"Trastorno de la conducta, no especificado",""
"100","G009",1,"Meningitis bacteriana, no especificada",""
"101","G409",5,"Epilepsia, tipo no especificado",""
"102","G430",1,"Migraña sin aura [migraña comun]",""
"103","G439",4,"Migraña, no especificada",""
"104","G441",1,"Cefalea vascular, ncop",""
"105","G473",2,"Apnea del sueño",""
"106","G479",1,"Trastorno del sueño, no especificado",""
"107","G500",1,"Neuralgia del trigemino",""
"108","G560",1,"Sindrome del tunel carpiano",""
"109","G562",1,"Lesion del nervio cubital",""
"110","G603",1,"Neuropatia progresiva idiopatica",""
"111","G628",1,"Otras polineuropatias especificadas",""
"112","G825",1,"Cuadriplejia, no especificada",""
"113","G839",1,"Sindrome paralitico, no especificado",""
"114","G909",1,"Trastorno del sistema nervioso autonomo, no especificado",""
"115","H001",3,"Calacio [chalazion]",""
"116","H045",1,"Estenosis e insuficiencia de las vias lagrimales",""
"117","H119",1,"Trastorno de la conjuntiva, no especificado",""
"118","H209",1,"Iridociclitis, no especificada",""
"119","H259",1,"Catarata senil, no especificada",""
"120","H268",1,"Otras formas especificadas de catarata",""
"121","H269",25,"Catarata, no especificada",""
"122","H332",3,"Desprendimiento seroso de la retina",""
"123","H335",1,"Otros desprendimiento de la retina",""
"124","H409",5,"Glaucoma, no especificado",""
"125","H441",1,"Otras endoftalmitis",""
"126","H509",1,"Estrabismo, no especificado",""
"127","H650",1,"Otitis media aguda serosa",""
"128","H664",1,"Otitis media supurativa, sin otra especificacion",""
"129","H669",4,"Otitis media, no especificada",""
"130","H741",1,"Enfermedad adhesiva del oido medio",""
"131","H900",1,"Hipoacusia conductiva bilateral",""
"132","I099",1,"Enfermedad reumatica del corazon, no especificada",""
"133","I119",3,"Enfermedad cardiaca hipertensiva sin insuficiencia cardiaca (congestiva)",""
"134","I159",2,"Hipertension secundaria, no especificada",""
"135","I200",2,"Angina inestable",""
"136","I210",1,"Infarto transmural agudo del miocardio de la pared anterior",""
"137","I219",11,"Infarto agudo del miocardio, sin otra especificacion",""
"138","I251",2,"Enfermedad aterosclerotica del corazon",""
"139","I259",11,"Enfermedad isquemia cronica del corazon, no especificada",""
"140","I269",2,"Embolia pulmonar sin mencion de corazon pulmonar agudo",""
"141","I350",1,"Estenosis (de la valvula) aortica",""
"142","I420",3,"Cardiomiopatia dilatada",""
"143","I442",2,"Bloqueo auriculoventricular completo",""
"144","I469",1,"Paro cardiaco, no especificado",""
"145","I472",1,"Taquicardia ventricular",""
