"","id10","N","dec10","grp10"
"1","A010",1,"Fiebre tifoidea",""
"2","A080",3,"Enteritis debida a rotavirus",""
"3","A162",5,"Tuberculosis de pulmon, sin mencion de confirmacion bacteriologica o histologica",""
"4","A188",1,"Tuberculosis de otros organos especificados",""
"5","A419",7,"Septicemia, no especificada",""
"6","A429",1,"Actinomicosis, sin otra especificacion",""
"7","A879",1,"Meningitis viral, sin otra especificacion",""
"8","B009",1,"Infeccion debida a el virus del herpes, no especificada",""
"9","B018",1,"Varicela con otras complicaciones",""
"10","B019",2,"Varicela sin complicaciones",""
"11","B023",1,"Herpes zoster ocular",""
"12","C009",1,"Tumor maligno del labio, parte no especificada",""
"13","C140",1,"Tumor maligno de la faringe, parte no especificada",""
"14","C155",1,"Tumor maligno del tercio inferior del esofago",""
"15","C169",4,"Tumor maligno del estomago, parte no especificada",""
"16","C180",4,"Tumor maligno del ciego",""
"17","C187",1,"Tumor maligno del colon sigmoide",""
"18","C189",5,"Tumor maligno del colon, parte no especificada",""
"19","C220",2,"Carcinoma de celulas hepaticas",""
"20","C229",3,"Tumor maligno del higado, no especificado",""
"21","C259",4,"Tumor maligno del pancreas, parte no especificada",""
"22","C349",3,"Tumor maligno de los bronquios o del pulmon, parte no especificada",""
"23","C450",1,"Mesotelioma de la pleura",""
"24","C459",4,"Mesotelioma, de sitio no especificado",""
"25","C509",14,"Tumor maligno de la mama, parte no especificada",""
"26","C539",3,"Tumor maligno del cuello del utero, sin otra especificacion",""
"27","C541",1,"Tumor maligno del endometrio",""
"28","C763",1,"Tumor maligno de la pelvis",""
"29","C788",1,"Tumor maligno secundario de otros organos digestivos y de los no especificados",""
"30","C819",2,"Enfermedad de hodgkin, no especificada",""
"31","C859",5,"Linfoma no hodgkin, no especificado",""
"32","C900",1,"Mieloma multiple",""
"33","C910",9,"Leucemia linfoblastica aguda",""
"34","C920",2,"Leucemia mieloide aguda",""
"35","D069",3,"Carcinoma in situ del cuello del utero, parte no especificada",""
"36","D173",1,"Tumor benigno lipomatoso de piel y de tejido subcutaneo de otros sitios y de los no especificados",""
"37","D239",2,"Tumor benigno de la piel, sitio no especificado",""
"38","D259",4,"Leiomioma del utero, sin otra especificacion",""
"39","D269",13,"Tumor benigno del utero, parte no especificada",""
"40","D367",1,"Tumor benigno de otros sitios especificados",""
"41","D370",1,"Tumor de comportamiento incierto o desconocido del labio, de la cavidad bucal y de la faringe",""
"42","D371",1,"Tumor de comportamiento incierto o desconocido del estomago",""
"43","D374",1,"Tumor de comportamiento incierto o desconocido del colon",""
"44","D376",1,"Tumor de comportamiento incierto o desconocido del higado, de la vesicula biliar y del conducto biliar",""
"45","D380",1,"Tumor de comportamiento incierto o desconocido de laringe",""
"46","D381",1,"Tumor de comportamiento incierto o desconocido de la traquea, de los bronquios y del pulmon",""
"47","D391",1,"Tumor de comportamiento incierto o desconocido del ovario",""
"48","D397",5,"Tumor de comportamiento incierto o desconocido de otros organos genitales femeninos",""
"49","D401",1,"Tumor de comportamiento incierto o desconocido del testiculo",""
"50","D410",3,"Tumor de comportamiento incierto o desconocido del riñon",""
"51","D430",1,"Tumor de comportamiento incierto o desconocido del encefalo, supratentorial",""
"52","D480",1,"Tumor de comportamiento incierto o desconocido del hueso y cartilago articular",""
"53","D485",1,"Tumor de comportamiento incierto o desconocido de la piel",""
"54","D486",5,"Tumor de comportamiento incierto o desconocido de la mama",""
"55","D487",8,"Tumor de comportamiento incierto o desconocido de otros sitios especificados",""
"56","D489",3,"Tumor de comportamiento incierto o desconocido, de sitio no especificado",""
"57","D589",1,"Anemia hemolitica hereditaria, sin otra especificacion",""
"58","D593",3,"Sindrome hemolitico",""
"59","D619",5,"Anemia aplastica, sin otra especificacion",""
"60","D649",5,"Anemia de tipo no especificado",""
"61","D692",1,"Otras purpuras no trombocitopenicas",""
"62","D693",1,"Purpura trombocitopenica idiopatica",""
"63","E039",1,"Hipotiroidismo, no especificado",""
"64","E041",1,"Nodulo tiroideo solitario no toxico",""
"65","E042",1,"Bocio multinodular no toxico",""
"66","E050",1,"Tirotoxicosis con bocio difuso",""
"67","E059",3,"Tirotoxicosis, no especificada",""
"68","E101",1,"Diabetes mellitus insulinodependiente con cetoacidosis",""
"69","E109",2,"Diabetes mellitus insulinodependiente sin mencion de complicacion",""
"70","E115",11,"Diabetes mellitus no insulinodependiente con complicaciones circulatorias perifericas",""
"71","E118",10,"Diabetes mellitus no insulinodependiente con complicaciones no especificadas",""
"72","E119",2,"Diabetes mellitus no insulinodependiente sin mencion de complicacion",""
"73","E140",1,"Diabetes mellitus, no especificada con coma",""
"74","E141",5,"Diabetes mellitus, no especificada con cetoacidosis",""
"75","E144",1,"Diabetes mellitus, no especificada con complicaciones neurologicas",""
"76","E145",8,"Diabetes mellitus, no especificada con complicaciones circulatorias perifericas",""
"77","E148",1,"Diabetes mellitus, no especificada con complicaciones no especificadas",""
"78","E149",7,"Diabetes mellitus, no especificada sin mencion de complicacion",""
"79","E162",1,"Hipoglicemia , no especificada",""
"80","E278",1,"Otros trastornos especificados de la glandula suprarrenal",""
"81","E282",2,"Sindrome de ovario poliquistico",""
"82","E440",3,"Desnutricion proteicocalorica moderada",""
"83","E441",2,"Desnutricion proteicocalorica leve",""
"84","E835",1,"Trastornos del metabolismo del calcio",""
"85","E840",1,"Fibrosis quistica con manifestaciones pulmonares",""
"86","E876",1,"Hipopotasmia",""
"87","E881",2,"Lipodistrofia, no clasificada en otra parte",""
"88","F068",1,"Otros trastornos mentales especificados debidos a lesion y disfuncion cerebral y a enfermedad fisica",""
"89","F069",7,"Trastorno mental no especificado debido a lesion y disfuncion cerebral y a enfermedad fisica",""
"90","F100",1,"Trastornos mentales y del comportamiento debidos al uso del alcohol: intoxicacion aguda",""
"91","F102",5,"Trastornos mentales y del comportamiento debidos al uso del alcohol: sindrome de dependencia",""
"92","F103",4,"Trastornos mentales y del comportamiento debidos al uso del alcohol: estado de abstinencia",""
"93","F130",6,"Trastornos mentales y del comportamiento debidos al uso de sedantes o hipnoticos: intoxicacion aguda",""
"94","F192",3,"Trastornos mentales y del comportamiento debidos al uso de multiples drogas y al uso de otras sustancias psicoactivas: sindrome de dependencia",""
"95","F200",2,"Esquizofrenia paranoide",""
"96","F205",5,"Esquizofrenia residual",""
"97","F208",1,"Otras esquizofrenias",""
"98","F209",7,"Esquizofrenia, no especificada",""
"99","F319",1,"Trastorno afectivo bipolar, no especificado",""
"100","F329",4,"Episodio depresivo, no especificado",""
"101","F430",1,"Reaccion al estres agudo",""
"102","F502",1,"Bulimia nerviosa",""
"103","F609",2,"Trastorno de la personalidad, no especificado",""
"104","F919",1,"Trastorno de la conducta, no especificado",""
"105","G003",1,"Meningitis estafilococica",""
"106","G009",1,"Meningitis bacteriana, no especificada",""
"107","G406",1,"Ataques de gran mal, no especificados (con o sin pequeño mal)",""
"108","G409",4,"Epilepsia, tipo no especificado",""
"109","G411",1,"Estado de pequeño mal epileptico",""
"110","G439",4,"Migraña, no especificada",""
"111","G459",1,"Isquemia cerebral transitoria, sin otra especificacion",""
"112","G540",1,"Trastornos del plexo braquial",""
"113","G560",3,"Sindrome del tunel carpiano",""
"114","G809",1,"Paralisis cerebral infantil, sin otra especificacion",""
"115","G839",1,"Sindrome paralitico, no especificado",""
"116","G934",1,"Encefalopatia no especificada",""
"117","H001",3,"Calacio [chalazion]",""
"118","H021",1,"Ectropion del parpado",""
"119","H023",1,"Blefarocalasia",""
"120","H024",1,"Blefaroptosis",""
"121","H045",1,"Estenosis e insuficiencia de las vias lagrimales",""
"122","H052",1,"Afecciones exoftalmicas",""
"123","H110",3,"Pterigion",""
"124","H209",1,"Iridociclitis, no especificada",""
"125","H259",1,"Catarata senil, no especificada",""
"126","H269",25,"Catarata, no especificada",""
"127","H271",1,"Luxacion del cristalino",""
"128","H330",1,"Desprendimiento de la retina con ruptura",""
"129","H332",2,"Desprendimiento seroso de la retina",""
"130","H409",7,"Glaucoma, no especificado",""
"131","H492",1,"Paralisis del nervio motor ocular externo [vi par]",""
"132","H509",1,"Estrabismo, no especificado",""
"133","H600",1,"Absceso del oido externo",""
"134","H650",1,"Otitis media aguda serosa",""
"135","H661",1,"Otitis media tubotimpanica supurativa cronica",""
"136","H669",2,"Otitis media, no especificada",""
"137","H709",1,"Mastoiditis, no especificada",""
"138","H819",4,"Trastorno de la funcion vestibular, no especificado",""
"139","H938",1,"Otros trastornos especificados del oido",""
"140","I059",1,"Enfermedad valvular mitral, no especificada",""
"141","I078",1,"Otras enfermedades de la valvula tricuspide",""
"142","I119",3,"Enfermedad cardiaca hipertensiva sin insuficiencia cardiaca (congestiva)",""
"143","I159",1,"Hipertension secundaria, no especificada",""
"144","I200",6,"Angina inestable",""
"145","I209",1,"Angina de pecho, no especificada",""
"146","I210",1,"Infarto transmural agudo del miocardio de la pared anterior",""
"147","I211",1,"Infarto transmural agudo del miocardio de la pared inferior",""
"148","I219",5,"Infarto agudo del miocardio, sin otra especificacion",""
"149","I251",1,"Enfermedad aterosclerotica del corazon",""
"150","I259",6,"Enfermedad isquemia cronica del corazon, no especificada",""
"151","I269",3,"Embolia pulmonar sin mencion de corazon pulmonar agudo",""
"152","I330",2,"Endocarditis infecciosa aguda y subaguda",""
"153","I342",1,"Estenosis (de la valvula) mitral, no reumatica",""
"154","I350",1,"Estenosis (de la valvula) aortica",""
"155","I351",1,"Insuficiencia (de la valvula) aortica",""
"156","I420",2,"Cardiomiopatia dilatada",""
"157","I429",1,"Cardiomiopatia, no especificada",""
"158","I443",1,"Otros tipos de bloqueo auriculoventricular y los no especificados",""
"159","I471",2,"Taquicardia supraventricular",""
"160","I479",2,"Taquicardia paroxistica, no especificada",""
"161","I490",1,"Fibrilacion y aleteo ventricular",""
