"","id10","N","dec10","grp10"
"1","A080",1,"Enteritis debida a rotavirus",""
"2","A418",1,"Otras septicemias especificadas",""
"3","A419",3,"Septicemia, no especificada",""
"4","A449",1,"Bartonelosis, no especificada",""
"5","B370",1,"Estomatitis candidiasica",""
"6","B678",1,"Equinococosis del higado, no especificada",""
"7","C140",1,"Tumor maligno de la faringe, parte no especificada",""
"8","C169",3,"Tumor maligno del estomago, parte no especificada",""
"9","C189",1,"Tumor maligno del colon, parte no especificada",""
"10","C221",1,"Carcinoma de vias biliares intrahepaticas",""
"11","C349",3,"Tumor maligno de los bronquios o del pulmon, parte no especificada",""
"12","C444",1,"Tumor maligno de la piel del cuero cabelludo y del cuello",""
"13","C509",3,"Tumor maligno de la mama, parte no especificada",""
"14","C539",2,"Tumor maligno del cuello del utero, sin otra especificacion",""
"15","C541",4,"Tumor maligno del endometrio",""
"16","C679",1,"Tumor maligno de la vejiga urinaria, parte no especificada",""
"17","C710",1,"Tumor maligno del cerebro, excepto lobulos y ventriculos",""
"18","C783",1,"Tumor maligno secundario de otros organos respiratorios y de los no especificados",""
"19","C784",1,"Tumor maligno secundario del intestino delgado",""
"20","C788",1,"Tumor maligno secundario de otros organos digestivos y de los no especificados",""
"21","C859",2,"Linfoma no hodgkin, no especificado",""
"22","C902",1,"Plasmocitoma, extramedular",""
"23","C910",1,"Leucemia linfoblastica aguda",""
"24","C920",1,"Leucemia mieloide aguda",""
"25","D015",1,"Carcinoma in situ del higado, de la vesicula biliar y del conducto biliar",""
"26","D069",8,"Carcinoma in situ del cuello del utero, parte no especificada",""
"27","D090",1,"Carcinoma in situ de la vejiga",""
"28","D100",1,"Tumor benigno del labio",""
"29","D137",1,"Tumor benigno del pancreas endocrino",""
"30","D170",1,"Tumor benigno lipomatoso de piel y de tejido subcutaneo de cabeza, cara y cuello",""
"31","D179",1,"Tumor benigno lipomatoso, de sitio no especificado",""
"32","D259",14,"Leiomioma del utero, sin otra especificacion",""
"33","D280",1,"Tumor benigno de la vulva",""
"34","D292",1,"Tumor benigno de los testiculos",""
"35","D352",1,"Tumor benigno de la hipofisis",""
"36","D370",1,"Tumor de comportamiento incierto o desconocido del labio, de la cavidad bucal y de la faringe",""
"37","D374",1,"Tumor de comportamiento incierto o desconocido del colon",""
"38","D376",3,"Tumor de comportamiento incierto o desconocido del higado, de la vesicula biliar y del conducto biliar",""
"39","D381",1,"Tumor de comportamiento incierto o desconocido de la traquea, de los bronquios y del pulmon",""
"40","D391",3,"Tumor de comportamiento incierto o desconocido del ovario",""
"41","D397",1,"Tumor de comportamiento incierto o desconocido de otros organos genitales femeninos",""
"42","D400",1,"Tumor de comportamiento incierto o desconocido de la prostata",""
"43","D401",1,"Tumor de comportamiento incierto o desconocido del testiculo",""
"44","D410",2,"Tumor de comportamiento incierto o desconocido del riñon",""
"45","D434",1,"Tumor de comportamiento incierto o desconocido de la medula espinal",""
"46","D487",1,"Tumor de comportamiento incierto o desconocido de otros sitios especificados",""
"47","D509",1,"Anemia por deficiencia de hierro sin otra especificacion",""
"48","D649",4,"Anemia de tipo no especificado",""
"49","D692",1,"Otras purpuras no trombocitopenicas",""
"50","D694",1,"Otras trombocitopenias primarias",""
"51","E039",1,"Hipotiroidismo, no especificado",""
"52","E059",2,"Tirotoxicosis, no especificada",""
"53","E101",1,"Diabetes mellitus insulinodependiente con cetoacidosis",""
"54","E118",1,"Diabetes mellitus no insulinodependiente con complicaciones no especificadas",""
"55","E141",1,"Diabetes mellitus, no especificada con cetoacidosis",""
"56","E145",5,"Diabetes mellitus, no especificada con complicaciones circulatorias perifericas",""
"57","E148",1,"Diabetes mellitus, no especificada con complicaciones no especificadas",""
"58","E162",4,"Hipoglicemia , no especificada",""
"59","E329",1,"Enfermedad del timo, no especificada",""
"60","E668",3,"Otros tipos de obesidad",""
"61","E872",1,"Acidosis",""
"62","F062",1,"Trastorno delirante [esquizofreniforme], organico",""
"63","F100",2,"Trastornos mentales y del comportamiento debidos al uso del alcohol: intoxicacion aguda",""
"64","F102",2,"Trastornos mentales y del comportamiento debidos al uso del alcohol: sindrome de dependencia",""
"65","F103",1,"Trastornos mentales y del comportamiento debidos al uso del alcohol: estado de abstinencia",""
"66","F122",1,"Trastornos mentales y del comportamiento debidos al uso de cannabinoides: sindrome de dependencia",""
"67","F130",8,"Trastornos mentales y del comportamiento debidos al uso de sedantes o hipnoticos: intoxicacion aguda",""
"68","F192",1,"Trastornos mentales y del comportamiento debidos al uso de multiples drogas y al uso de otras sustancias psicoactivas: sindrome de dependencia",""
"69","F209",2,"Esquizofrenia, no especificada",""
