"","id10","N","dec10","grp10"
"1","A010",1,"Fiebre tifoidea",""
"2","A080",1,"Enteritis debida a rotavirus",""
"3","A162",1,"Tuberculosis de pulmon, sin mencion de confirmacion bacteriologica o histologica",""
"4","A379",1,"Tos ferina, no especificada",""
"5","A985",1,"Fiebres hemorragicas con sindrome renal",""
"6","B018",1,"Varicela con otras complicaciones",""
"7","B029",1,"Herpes zoster sin complicaciones",""
"8","C139",2,"Tumor maligno de la hipofaringe, parte no especificada",""
"9","C153",1,"Tumor maligno del tercio superior del esofago",""
"10","C159",1,"Tumor maligno del esofago, parte no especificada",""
"11","C169",1,"Tumor maligno del estomago, parte no especificada",""
"12","C187",1,"Tumor maligno del colon sigmoide",""
"13","C189",6,"Tumor maligno del colon, parte no especificada",""
"14","C251",1,"Tumor maligno del cuerpo del pancreas",""
"15","C349",1,"Tumor maligno de los bronquios o del pulmon, parte no especificada",""
"16","C384",1,"Tumor maligno de la pleura",""
"17","C439",1,"Melanoma maligno de piel, sitio no especificado",""
"18","C504",1,"Tumor maligno del cuadrante superior externo de la mama",""
"19","C509",4,"Tumor maligno de la mama, parte no especificada",""
"20","C541",2,"Tumor maligno del endometrio",""
"21","C780",1,"Tumor maligno secundario del pulmon",""
"22","D069",1,"Carcinoma in situ del cuello del utero, parte no especificada",""
"23","D259",5,"Leiomioma del utero, sin otra especificacion",""
"24","D287",1,"Tumor benigno de otros sitios especificados de los organos genitales femeninos",""
"25","D367",1,"Tumor benigno de otros sitios especificados",""
"26","D377",1,"Tumor de comportamiento incierto o desconocido de otros organos digestivos especificados",""
"27","D381",1,"Tumor de comportamiento incierto o desconocido de la traquea, de los bronquios y del pulmon",""
"28","D390",1,"Tumor de comportamiento incierto o desconocido del utero",""
"29","D414",2,"Tumor de comportamiento incierto o desconocido de la vejiga",""
"30","D431",1,"Tumor de comportamiento incierto o desconocido del encefalo, infratentorial",""
"31","D486",2,"Tumor de comportamiento incierto o desconocido de la mama",""
"32","D487",1,"Tumor de comportamiento incierto o desconocido de otros sitios especificados",""
"33","D619",1,"Anemia aplastica, sin otra especificacion",""
"34","D649",2,"Anemia de tipo no especificado",""
"35","D693",2,"Purpura trombocitopenica idiopatica",""
"36","E050",1,"Tirotoxicosis con bocio difuso",""
"37","E069",1,"Tiroiditis, no especificada",""
"38","E109",1,"Diabetes mellitus insulinodependiente sin mencion de complicacion",""
"39","E115",4,"Diabetes mellitus no insulinodependiente con complicaciones circulatorias perifericas",""
"40","E118",5,"Diabetes mellitus no insulinodependiente con complicaciones no especificadas",""
"41","E145",3,"Diabetes mellitus, no especificada con complicaciones circulatorias perifericas",""
"42","E148",1,"Diabetes mellitus, no especificada con complicaciones no especificadas",""
"43","E162",2,"Hipoglicemia , no especificada",""
"44","F103",1,"Trastornos mentales y del comportamiento debidos al uso del alcohol: estado de abstinencia",""
"45","F130",1,"Trastornos mentales y del comportamiento debidos al uso de sedantes o hipnoticos: intoxicacion aguda",""
"46","F192",1,"Trastornos mentales y del comportamiento debidos al uso de multiples drogas y al uso de otras sustancias psicoactivas: sindrome de dependencia",""
"47","F209",1,"Esquizofrenia, no especificada",""
"48","F322",1,"Episodio depresivo grave sin sintomas psicoticos",""
"49","F329",1,"Episodio depresivo, no especificado",""
"50","F609",1,"Trastorno de la personalidad, no especificado",""
"51","G009",2,"Meningitis bacteriana, no especificada",""
"52","G030",3,"Meningitis apiogena",""
"53","G060",1,"Absceso y granuloma intracraneal",""
"54","G439",2,"Migraña, no especificada",""
"55","G459",2,"Isquemia cerebral transitoria, sin otra especificacion",""
"56","G589",1,"Mononeuropatia, no especificada",""
"57","G919",1,"Hidrocefalo, no especificado",""
"58","G939",1,"Trastorno del encefalo, no especificado",""
"59","H001",1,"Calacio [chalazion]",""
"60","H043",1,"Inflamacion aguda y la no especificada de las vias lagrimales",""
"61","H269",8,"Catarata, no especificada",""
"62","H409",2,"Glaucoma, no especificado",""
"63","H669",3,"Otitis media, no especificada",""
"64","H738",1,"Otros trastornos especificados de la membrana timpanica",""
"65","H741",2,"Enfermedad adhesiva del oido medio",""
"66","I159",1,"Hipertension secundaria, no especificada",""
"67","I200",3,"Angina inestable",""
"68","I209",1,"Angina de pecho, no especificada",""
"69","I219",5,"Infarto agudo del miocardio, sin otra especificacion",""
"70","I259",7,"Enfermedad isquemia cronica del corazon, no especificada",""
"71","I269",1,"Embolia pulmonar sin mencion de corazon pulmonar agudo",""
"72","I490",4,"Fibrilacion y aleteo ventricular",""
"73","I499",2,"Arritmia cardiaca, no especificada",""
"74","I500",3,"Insuficiencia cardiaca congestiva",""
"75","I509",13,"Insuficiencia cardiaca, no especificada",""
"76","I519",1,"Enfermedad cardiaca, no especificada",""
"77","I619",3,"Hemorragia intraencefalica, no especificada",""
"78","I639",2,"Infarto cerebral, no especificado",""
"79","I678",9,"Otras enfermedades cerebrovasculares especificadas",""
"80","I702",2,"Aterosclerosis de las arterias de los miembros",""
"81","I710",1,"Diseccion de aorta (cualquier parte)",""
"82","I724",1,"Aneurisma de arteria del miembro inferior",""
"83","I802",1,"Flebitis y tromboflebitis de otros vasos profundos de los miembros inferiores",""
"84","I829",1,"Embolia y trombosis de vena no especificada",""
"85","I830",3,"Venas varicosas de los miembros inferiores con ulcera",""
"86","I839",7,"Venas varicosas de los miembros inferiores sin ulcera ni inflamacion",""
"87","I848",2,"Hemorroides no especificadas, con otras complicaciones",""
"88","I861",2,"Varices escrotales",""
"89","I978",1,"Otros trastornos del sistema circulatorio consecutivos a procedimientos, no clasificados en otra parte",""
"90","J039",1,"Amigdalitis aguda, no especificada",""
"91","J040",1,"Laringitis aguda",""
"92","J069",5,"Infeccion aguda de las vias respiratorias superiores, no especificada",""
"93","J108",1,"Influenza, con otras manifestaciones, debida a virus de la influenza identificado",""
"94","J157",2,"Neumonia debida a mycoplasma pneumoniae",""
