"","id10","N","dec10","grp10"
"1","A010",2,"Fiebre tifoidea",""
"2","A039",1,"Shigelosis de tipo no especificado",""
"3","A084",1,"Infeccion intestinal viral, sin otra especificacion",""
"4","A162",2,"Tuberculosis de pulmon, sin mencion de confirmacion bacteriologica o histologica",""
"5","A279",1,"Leptospirosis, no especificada",""
"6","A379",9,"Tos ferina, no especificada",""
"7","A419",3,"Septicemia, no especificada",""
"8","A879",1,"Meningitis viral, sin otra especificacion",""
"9","B002",1,"Gingivoestomatitis y faringoamigdalitis herpetica",""
"10","B003",1,"Meningitis herpetica (g02.0)",""
"11","B199",4,"Hepatitis viral no especificada sin coma",""
"12","B349",2,"Infeccion viral, no especificada",""
"13","C169",6,"Tumor maligno del estomago, parte no especificada",""
"14","C229",2,"Tumor maligno del higado, no especificado",""
"15","C249",1,"Tumor maligno de las vias biliares, parte no especificada",""
"16","C250",3,"Tumor maligno de la cabeza del pancreas",""
"17","C349",1,"Tumor maligno de los bronquios o del pulmon, parte no especificada",""
"18","C499",3,"Tumor maligno del tejido conjuntivo y tejido blando, de sitio no especificado",""
"19","C509",2,"Tumor maligno de la mama, parte no especificada",""
"20","C539",1,"Tumor maligno del cuello del utero, sin otra especificacion",""
"21","C541",1,"Tumor maligno del endometrio",""
"22","C570",1,"Tumor maligno de la trompa de falopio",""
"23","C609",1,"Tumor maligno del pene, parte no especificada",""
"24","C679",1,"Tumor maligno de la vejiga urinaria, parte no especificada",""
"25","C859",1,"Linfoma no hodgkin, no especificado",""
"26","C910",1,"Leucemia linfoblastica aguda",""
"27","D001",1,"Carcinoma in situ del esofago",""
"28","D015",1,"Carcinoma in situ del higado, de la vesicula biliar y del conducto biliar",""
"29","D069",1,"Carcinoma in situ del cuello del utero, parte no especificada",""
"30","D171",1,"Tumor benigno lipomatoso de piel y de tejido subcutaneo del tronco",""
"31","D181",1,"Linfangioma, de cualquier sitio",""
"32","D259",5,"Leiomioma del utero, sin otra especificacion",""
"33","D269",2,"Tumor benigno del utero, parte no especificada",""
"34","D370",2,"Tumor de comportamiento incierto o desconocido del labio, de la cavidad bucal y de la faringe",""
"35","D371",1,"Tumor de comportamiento incierto o desconocido del estomago",""
"36","D380",1,"Tumor de comportamiento incierto o desconocido de laringe",""
"37","D390",1,"Tumor de comportamiento incierto o desconocido del utero",""
"38","D391",1,"Tumor de comportamiento incierto o desconocido del ovario",""
"39","D400",1,"Tumor de comportamiento incierto o desconocido de la prostata",""
