"","id10","N","dec10","grp10"
"1","A010",3,"Fiebre tifoidea",""
"2","A080",2,"Enteritis debida a rotavirus",""
"3","A084",1,"Infeccion intestinal viral, sin otra especificacion",""
"4","A419",1,"Septicemia, no especificada",""
"5","A499",2,"Infeccion bacteriana, no especificada",""
"6","B199",1,"Hepatitis viral no especificada sin coma",""
"7","B279",2,"Mononucleosis infecciosa, no especificada",""
"8","C159",1,"Tumor maligno del esofago, parte no especificada",""
"9","C169",4,"Tumor maligno del estomago, parte no especificada",""
"10","C349",1,"Tumor maligno de los bronquios o del pulmon, parte no especificada",""
"11","C509",2,"Tumor maligno de la mama, parte no especificada",""
"12","C539",3,"Tumor maligno del cuello del utero, sin otra especificacion",""
"13","C573",1,"Tumor maligno del parametrio",""
"14","C716",1,"Tumor maligno del cerebelo",""
"15","C728",1,"Lesion de sitios contiguos del encefalo y otras partes del sistema nervioso central",""
"16","C900",1,"Mieloma multiple",""
"17","C910",1,"Leucemia linfoblastica aguda",""
"18","D177",1,"Tumor benigno lipomatoso de otros sitios especificados",""
"19","D259",5,"Leiomioma del utero, sin otra especificacion",""
"20","D260",1,"Tumor benigno del cuello del utero",""
"21","D269",2,"Tumor benigno del utero, parte no especificada",""
"22","D410",2,"Tumor de comportamiento incierto o desconocido del riñon",""
"23","D486",1,"Tumor de comportamiento incierto o desconocido de la mama",""
"24","D568",1,"Otras talasemias",""
"25","D619",1,"Anemia aplastica, sin otra especificacion",""
"26","D649",3,"Anemia de tipo no especificado",""
"27","D692",1,"Otras purpuras no trombocitopenicas",""
"28","D696",2,"Trombocitopenia no especificada",""
"29","D758",1,"Otras enfermedades especificadas de la sangre y de los organos hematopoyeticos",""
"30","E041",2,"Nodulo tiroideo solitario no toxico",""
"31","E059",1,"Tirotoxicosis, no especificada",""
"32","E115",8,"Diabetes mellitus no insulinodependiente con complicaciones circulatorias perifericas",""
"33","E118",1,"Diabetes mellitus no insulinodependiente con complicaciones no especificadas",""
"34","E141",2,"Diabetes mellitus, no especificada con cetoacidosis",""
"35","E145",2,"Diabetes mellitus, no especificada con complicaciones circulatorias perifericas",""
"36","E149",1,"Diabetes mellitus, no especificada sin mencion de complicacion",""
"37","E162",4,"Hipoglicemia , no especificada",""
"38","F059",1,"Delirio, no especificado",""
"39","F102",4,"Trastornos mentales y del comportamiento debidos al uso del alcohol: sindrome de dependencia",""
"40","F192",3,"Trastornos mentales y del comportamiento debidos al uso de multiples drogas y al uso de otras sustancias psicoactivas: sindrome de dependencia",""
"41","F195",1,"Trastornos mentales y del comportamiento debidos al uso de multiples drogas y al uso de otras sustancias psicoactivas: trastorno psicotico",""
"42","F200",1,"Esquizofrenia paranoide",""
"43","F201",1,"Esquizofrenia hebefrenica",""
"44","F209",5,"Esquizofrenia, no especificada",""
"45","F239",1,"Trastorno psicotico agudo y transitorio, no especificado de tipo esquizofrenico",""
"46","F322",1,"Episodio depresivo grave sin sintomas psicoticos",""
"47","F329",2,"Episodio depresivo, no especificado",""
"48","F410",1,"Trastorno de panico [ansiedad paroxistica episodica]",""
"49","F449",2,"Trastorno disociativo [de conversion], no especificado",""
"50","F799",1,"Retraso mental, no especificado: deterioro del comportamiento de grado no especificado",""
"51","G119",1,"Ataxia hereditaria, no especificada",""
"52","G248",1,"Otras distonias",""
"53","G439",1,"Migraña, no especificada",""
"54","G459",1,"Isquemia cerebral transitoria, sin otra especificacion",""
"55","G540",1,"Trastornos del plexo braquial",""
"56","G560",2,"Sindrome del tunel carpiano",""
"57","G839",1,"Sindrome paralitico, no especificado",""
"58","G919",1,"Hidrocefalo, no especificado",""
"59","G934",1,"Encefalopatia no especificada",""
"60","H001",2,"Calacio [chalazion]",""
"61","H045",1,"Estenosis e insuficiencia de las vias lagrimales",""
"62","H110",2,"Pterigion",""
"63","H269",6,"Catarata, no especificada",""
"64","H509",1,"Estrabismo, no especificado",""
"65","H738",1,"Otros trastornos especificados de la membrana timpanica",""
"66","H810",1,"Enfermedad de meniere",""
"67","H819",2,"Trastorno de la funcion vestibular, no especificado",""
"68","I200",3,"Angina inestable",""
"69","I210",1,"Infarto transmural agudo del miocardio de la pared anterior",""
"70","I219",4,"Infarto agudo del miocardio, sin otra especificacion",""
"71","I249",1,"Enfermedad isquemica aguda del corazon, no especificada",""
"72","I259",5,"Enfermedad isquemia cronica del corazon, no especificada",""
"73","I269",1,"Embolia pulmonar sin mencion de corazon pulmonar agudo",""
"74","I350",2,"Estenosis (de la valvula) aortica",""
"75","I420",1,"Cardiomiopatia dilatada",""
"76","I429",1,"Cardiomiopatia, no especificada",""
"77","I442",1,"Bloqueo auriculoventricular completo",""
"78","I443",1,"Otros tipos de bloqueo auriculoventricular y los no especificados",""
"79","I469",1,"Paro cardiaco, no especificado",""
"80","I470",1,"Arritmia por reentrada ventricular",""
"81","I498",1,"Otras arritmias cardiacas especificadas",""
"82","I499",1,"Arritmia cardiaca, no especificada",""
"83","I500",1,"Insuficiencia cardiaca congestiva",""
"84","I509",2,"Insuficiencia cardiaca, no especificada",""
"85","I519",1,"Enfermedad cardiaca, no especificada",""
"86","I612",1,"Hemorragia intracerebral en hemisferio, no especificada",""
"87","I619",3,"Hemorragia intraencefalica, no especificada",""
"88","I629",1,"Hemorragia intracraneal (no traumatica), no especificada",""
"89","I678",7,"Otras enfermedades cerebrovasculares especificadas",""
"90","I679",1,"Enfermedad cerebrovascular, no especificada",""
"91","I700",1,"Aterosclerosis de la aorta",""
"92","I742",1,"Embolia y trombosis de arterias de los miembros superiores",""
"93","I822",1,"Embolia y trombosis de vena cava",""
"94","I829",3,"Embolia y trombosis de vena no especificada",""
"95","I830",2,"Venas varicosas de los miembros inferiores con ulcera",""
"96","I831",1,"Venas varicosas de los miembros inferiores con inflamacion",""
"97","I832",1,"Venas varicosas de los miembros inferiores con ulcera e inflamacion",""
"98","I839",3,"Venas varicosas de los miembros inferiores sin ulcera ni inflamacion",""
