"","id10","N","dec10","grp10"
"1","A047",1,"Enterocolitis debida a clostridium difficile",""
"2","A048",1,"Otras infecciones intestinales bacterianas especificadas",""
"3","A061",1,"Amebiasis intestinal cronica",""
"4","A080",1,"Enteritis debida a rotavirus",""
"5","A162",1,"Tuberculosis de pulmon, sin mencion de confirmacion bacteriologica o histologica",""
"6","A419",2,"Septicemia, no especificada",""
"7","A499",1,"Infeccion bacteriana, no especificada",""
"8","A500",1,"Sifilis congenita precoz, sintomatica",""
"9","A509",1,"Sifilis congenita, sin otra especificacion",""
"10","A879",1,"Meningitis viral, sin otra especificacion",""
"11","B269",1,"Parotiditis, sin complicaciones",""
"12","B349",2,"Infeccion viral, no especificada",""
"13","C059",1,"Tumor maligno del paladar, parte no especificada",""
"14","C109",1,"Tumor maligno de la orofaringe, parte no especificada",""
"15","C160",2,"Tumor maligno del cardias",""
"16","C169",2,"Tumor maligno del estomago, parte no especificada",""
"17","C187",1,"Tumor maligno del colon sigmoide",""
"18","C189",10,"Tumor maligno del colon, parte no especificada",""
"19","C259",1,"Tumor maligno del pancreas, parte no especificada",""
"20","C349",1,"Tumor maligno de los bronquios o del pulmon, parte no especificada",""
"21","C439",1,"Melanoma maligno de piel, sitio no especificado",""
"22","C442",2,"Tumor maligno de la piel de la oreja y del conducto auditivo externo",""
"23","C447",1,"Tumor maligno de la piel del miembro inferior, incluida la cadera",""
"24","C499",1,"Tumor maligno del tejido conjuntivo y tejido blando, de sitio no especificado",""
"25","C509",2,"Tumor maligno de la mama, parte no especificada",""
"26","C539",2,"Tumor maligno del cuello del utero, sin otra especificacion",""
"27","C679",1,"Tumor maligno de la vejiga urinaria, parte no especificada",""
"28","C859",2,"Linfoma no hodgkin, no especificado",""
"29","C887",1,"Otras enfermedades inmunoproliferativas malignas",""
"30","C900",1,"Mieloma multiple",""
"31","D073",2,"Carcinoma in situ de otros sitios de organos genitales femeninos y de los no especificados",""
"32","D134",2,"Tumor benigno del higado",""
"33","D229",1,"Nevo melanocitico, sitio no especificado",""
"34","D232",1,"Tumor benigno de la piel de la oreja y del conducto auditivo externo",""
"35","D250",1,"Leiomioma submucoso del utero",""
"36","D259",7,"Leiomioma del utero, sin otra especificacion",""
"37","D287",1,"Tumor benigno de otros sitios especificados de los organos genitales femeninos",""
"38","D329",1,"Tumor benigno de las meninges, parte no especificada",""
"39","D367",1,"Tumor benigno de otros sitios especificados",""
"40","D381",2,"Tumor de comportamiento incierto o desconocido de la traquea, de los bronquios y del pulmon",""
"41","D390",1,"Tumor de comportamiento incierto o desconocido del utero",""
"42","D397",1,"Tumor de comportamiento incierto o desconocido de otros organos genitales femeninos",""
"43","D414",1,"Tumor de comportamiento incierto o desconocido de la vejiga",""
"44","D485",1,"Tumor de comportamiento incierto o desconocido de la piel",""
"45","D487",1,"Tumor de comportamiento incierto o desconocido de otros sitios especificados",""
"46","D649",3,"Anemia de tipo no especificado",""
"47","D860",1,"Sarcoidosis del pulmon",""
"48","E042",1,"Bocio multinodular no toxico",""
"49","E101",1,"Diabetes mellitus insulinodependiente con cetoacidosis",""
"50","E115",5,"Diabetes mellitus no insulinodependiente con complicaciones circulatorias perifericas",""
"51","E118",3,"Diabetes mellitus no insulinodependiente con complicaciones no especificadas",""
"52","E141",1,"Diabetes mellitus, no especificada con cetoacidosis",""
"53","E145",2,"Diabetes mellitus, no especificada con complicaciones circulatorias perifericas",""
"54","E148",2,"Diabetes mellitus, no especificada con complicaciones no especificadas",""
"55","E162",2,"Hipoglicemia , no especificada",""
"56","E660",1,"Obesidad debida a exceso de calorias",""
"57","E668",4,"Otros tipos de obesidad",""
"58","E669",2,"Obesidad, no especificada",""
"59","E881",3,"Lipodistrofia, no clasificada en otra parte",""
"60","F103",2,"Trastornos mentales y del comportamiento debidos al uso del alcohol: estado de abstinencia",""
"61","F109",1,"Trastornos mentales y del comportamiento debidos al uso del alcohol: trastorno mental y del comportamiento, no especificado",""
"62","F130",1,"Trastornos mentales y del comportamiento debidos al uso de sedantes o hipnoticos: intoxicacion aguda",""
"63","F193",1,"Trastornos mentales y del comportamiento debidos al uso de multiples drogas y al uso de otras sustancias psicoactivas: estado de abstinencia",""
"64","F203",1,"Esquizofrenia indiferenciada",""
"65","F209",2,"Esquizofrenia, no especificada",""
"66","F239",1,"Trastorno psicotico agudo y transitorio, no especificado de tipo esquizofrenico",""
"67","F319",1,"Trastorno afectivo bipolar, no especificado",""
"68","F329",7,"Episodio depresivo, no especificado",""
"69","F431",1,"Trastorno de estres postraumatico",""
"70","F448",2,"Otros trastornos disociativos [de conversion]",""
"71","F449",1,"Trastorno disociativo [de conversion], no especificado",""
"72","F790",1,"Retraso mental, no especificado: deterioro del comportamiento nulo o minimo",""
"73","F799",1,"Retraso mental, no especificado: deterioro del comportamiento de grado no especificado",""
"74","F982",1,"Trastorno de la ingestion alimentaria en la infancia y en la niñez",""
"75","G409",5,"Epilepsia, tipo no especificado",""
"76","G439",1,"Migraña, no especificada",""
"77","G459",2,"Isquemia cerebral transitoria, sin otra especificacion",""
"78","G479",1,"Trastorno del sueño, no especificado",""
"79","G560",3,"Sindrome del tunel carpiano",""
"80","G822",1,"Paraplejia, no especificada",""
"81","G932",1,"Hipertension intracraneal benigna",""
"82","H269",1,"Catarata, no especificada",""
"83","H819",1,"Trastorno de la funcion vestibular, no especificado",""
"84","I200",3,"Angina inestable",""
"85","I219",6,"Infarto agudo del miocardio, sin otra especificacion",""
"86","I251",1,"Enfermedad aterosclerotica del corazon",""
"87","I259",1,"Enfermedad isquemia cronica del corazon, no especificada",""
"88","I269",3,"Embolia pulmonar sin mencion de corazon pulmonar agudo",""
"89","I350",2,"Estenosis (de la valvula) aortica",""
"90","I359",2,"Trastorno de la valvula aortica, no especificado",""
"91","I471",1,"Taquicardia supraventricular",""
"92","I490",7,"Fibrilacion y aleteo ventricular",""
"93","I495",2,"Sindrome del seno enfermo",""
"94","I500",4,"Insuficiencia cardiaca congestiva",""
"95","I509",10,"Insuficiencia cardiaca, no especificada",""
"96","I609",1,"Hemorragia subaracnoidea, no especificada",""
